Training | Reason: possible_proper_noun | Context: Training zur Prüfung Goethe-Zertifikat...
Haben | Reason: stop_word | Context: Sie den Placeboeffekt Haben Sie in letzter...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
denn | Reason: stop_word | Context: Verlauf es sei denn aus kommen der...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Wir | Reason: stop_word | Context: oder hören können Wir fangen hoch oben...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
war | Reason: stop_word | Context: die einzige Möglichkeit war Karriere zu machen...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Reaktionen | Reason: possible_proper_noun | Context: meisten der unterschiedlichen Reaktionen die ich vorhin...
Mitmenschen | Reason: possible_proper_noun | Context: die Reaktionen von Mitmenschen zu erkennen andere...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Alleinerziehende | Reason: possible_proper_noun | Context: vor allem berufstätige Alleinerziehende infolge von Schulschließungen...
Schulschließungen | Reason: possible_proper_noun | Context: Alleinerziehende infolge von Schulschließungen bekommen würden Am...
Anfang | Reason: possible_proper_noun | Context: bekommen würden Am Anfang der tatsächlichen Pandemie...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Jahre | Reason: possible_proper_noun | Context: Entwicklung die gegen Jahre emanzipatorische Frauenbewegung geht...
hat | Reason: stop_word | Context: zustimmend Welche Gründe hat Ihrer Ansicht nach...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Maßnahmen | Reason: possible_proper_noun | Context: keine der getroffenen Maßnahmen die ehemaligen Teilnehmenden...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Schmidt | Reason: possible_proper_noun | Context: Studio Frau Lea Schmidt Zukunftsforscherin und Leiterin...
Sie | Reason: stop_word | Context: Autoren vor die Sie in deutscher Über...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Simulati | Reason: possible_proper_noun | Context: die Teilnahme an Simulati onsspielen zu Zukunftsexperten...
Zukunftsexperten | Reason: possible_proper_noun | Context: Simulati onsspielen zu Zukunftsexperten werden können Frau...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Schmidt | Reason: possible_proper_noun | Context: Studio Frau Lea Schmidt Zukunftsforscherin und Leiterin...
muss | Reason: stop_word | Context: verstehen möchte der muss dieses brisante hoch...
Profis | Reason: possible_proper_noun | Context: den Rat von Profis einholen Dennoch glaube...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
Situationen | Reason: possible_proper_noun | Context: sie in bestimmten Situationen tun würden Das...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
Respekt | Reason: possible_proper_noun | Context: hier auch um Respekt Und davon brauchen...
Und | Reason: stop_word | Context: häusliche Gewalt ein Und damit sind wir...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
wenn | Reason: stop_word | Context: machen Moderatorin Und wenn dabei über Verbesserungsmöglichkeiten...
das | Reason: stop_word | Context: die Auswertung en das Erhebungsjahr e diesjährig...
Thema | Reason: possible_proper_noun | Context: ist immer wieder Thema Das Drama war...
Wir | Reason: stop_word | Context: oder hören können Wir fangen hoch oben...
als | Reason: stop_word | Context: e selektiv sowohl als auch der Leichtschlaf...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
Entscheidungen | Reason: possible_proper_noun | Context: der Mitarbeiter in Entscheidungen sind eminent wichtig...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Krisen | Reason: possible_proper_noun | Context: es gibt auch Krisen die längst gut...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
Beispiel | Reason: possible_proper_noun | Context: mehr als abschreckendes Beispiel Moderator Klingt schon...
Klimakrise | Reason: possible_proper_noun | Context: darüber nachdenken Beispiel Klimakrise Herr Kühne Ich...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Ich | Reason: stop_word | Context: können verheerend sein Ich habe Bekannte in...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Leider | Reason: possible_proper_noun | Context: Lage entsprechend handeln Leider ist unser Gehirn...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
unser | Reason: stop_word | Context: Mittelpunkt steht wie unser Universum entstand wie...
Veränderungen | Reason: possible_proper_noun | Context: zum Beispiel minimale Veränderungen von Mineralstoffwerten wie...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Situationen | Reason: possible_proper_noun | Context: sie in bestimmten Situationen tun würden Das...
sie | Reason: stop_word | Context: egla wie man sie dreht und wendet...
Wir | Reason: stop_word | Context: oder hören können Wir fangen hoch oben...
Diskussionen | Reason: possible_proper_noun | Context: Wir brauchen echte Diskussionen über die Strukturen...
über | Reason: stop_word | Context: das Produktionsmittel verfügen über das Kapital e...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Strukturen | Reason: possible_proper_noun | Context: Bürokratie eindämmt verkrustete Strukturen aufbricht und komplexe...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
Gesellschaft | Reason: possible_proper_noun | Context: einer unterprivilegier ten Gesellschaft schlicht dazu bringt...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
Gerede | Reason: possible_proper_noun | Context: und kein unnützes Gerede sonst wird die...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Zeit | Reason: possible_proper_noun | Context: den antriebslosen Mädchen Zeit geben müssen Es...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Schmidt | Reason: possible_proper_noun | Context: Studio Frau Lea Schmidt Zukunftsforscherin und Leiterin...
Unter | Reason: stop_word | Context: funktioniert Frau Denkel Unter Präzisionsernährung auch personalisierte...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Veränderun | Reason: possible_proper_noun | Context: in dem wichtige Veränderun gen im Menschenleben...
Menschenleben | Reason: possible_proper_noun | Context: Veränderun gen im Menschenleben stattgefunden haben werden...
haben | Reason: stop_word | Context: nen es schwer haben die Vielfalt die...
Praxis | Reason: possible_proper_noun | Context: Lesen Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt...
Spezialverlag | Reason: possible_proper_noun | Context: Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt Test...
DaF | Reason: possible_proper_noun | Context: Werkstatt Praxis Spezialverlag DaF Werkstatt Test Lesen...
Werkstatt | Reason: possible_proper_noun | Context: FaD galrevlaizepS sixarP Werkstatt Glossar Modul Lesen...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Jahren | Reason: possible_proper_noun | Context: in zwei drei Jahren noch Oder sitzt...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
Veränderungen | Reason: possible_proper_noun | Context: zum Beispiel minimale Veränderungen von Mineralstoffwerten wie...
auf | Reason: stop_word | Context: betreffen in Bezug auf AKK der Tabakkonzern...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Seite | Reason: possible_proper_noun | Context: Auf der sicheren Seite dürfte man hier...
Jahre | Reason: possible_proper_noun | Context: Entwicklung die gegen Jahre emanzipatorische Frauenbewegung geht...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
Gesellschaft | Reason: possible_proper_noun | Context: einer unterprivilegier ten Gesellschaft schlicht dazu bringt...
wird | Reason: stop_word | Context: Ende im Jahr wird rückwärts bis zum...
Die | Reason: stop_word | Context: Ausgabe unseres Podcasts Die Roman-Ecke Heute stellen...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
Jahren | Reason: possible_proper_noun | Context: in zwei drei Jahren noch Oder sitzt...
Ich | Reason: stop_word | Context: können verheerend sein Ich habe Bekannte in...
Spielraum | Reason: possible_proper_noun | Context: Ich denke dieser Spielraum ist angemessen um...
ist | Reason: stop_word | Context: gemeinsame Verbindungsele ment ist Die Geschichte ist...
eine | Reason: stop_word | Context: AKK rebelieren brav eine Leistung erbringen bezweifeln...
Sache | Reason: possible_proper_noun | Context: These n einer Sache Ausdruck verleihen partizipatorisch...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
ich | Reason: stop_word | Context: Nachmittag Heute begrüße ich im Studio Herrn...
Beginn | Reason: possible_proper_noun | Context: Erwartungseffek ten zu Beginn der Therapie ist...
die | Reason: stop_word | Context: der Tabak töten die Raucherquote n die...
sondern | Reason: stop_word | Context: Nähe ihrer Hütte sondern geht auch auf...
Aspekte | Reason: possible_proper_noun | Context: sondern auch positive Aspekte zu berücksichti gen...
Geschichten | Reason: possible_proper_noun | Context: schichten ausgedacht hat Geschichten die einen in...
Gutes | Reason: possible_proper_noun | Context: in denen auch Gutes vorkommt wie Freude...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
Freude | Reason: possible_proper_noun | Context: Gutes vorkommt wie Freude oder ein Zusammengehörigkeitsgefühl...
oder | Reason: stop_word | Context: setzung lesen und oder hören können Wir...
ein | Reason: stop_word | Context: Werkstatt der Reichtum ein teilen christlich das...
Das | Reason: stop_word | Context: im Norden an Das Flüstern der Bäume...
Kraft | Reason: possible_proper_noun | Context: der neuen dominanten Kraft die das Gesicht...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
wie | Reason: stop_word | Context: schmelzen desolat beklagen wie folgt gehoben das...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
sind | Reason: stop_word | Context: die Gründe dafür sind Unsere zweite Empfehlung...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
dass | Reason: stop_word | Context: allmählich versteht man dass vieles aus der...
wir | Reason: stop_word | Context: Roman-Ecke Heute stellen wir Ihnen drei Romane...
und | Reason: stop_word | Context: industrielle Revolution nach und nach das Produktionsmittel...
der | Reason: stop_word | Context: Lesen Teil S der Tabak töten die...
